customer_id,customer_name,email,gender,age,store_location,registration_date,Customer_Lifetime_Value,Total_Orders,Total_Revenue,Last_Purchase_Date,Average_Order_Value,Customer_Segment
CUST0606,Arjun Nair,arjun.nair78@pharmmail.com,Male,46,Metro Pharmacy Hub,2025-09-16,198.13,17,906.77,2026-03-16,53.33941176470588,VIP
CUST0607,Barbara Verma,barbara.verma45@pharmmail.com,Male,48,Eastside Medical Pharmacy,2025-02-11,120.77999999999999,9,602.55,2026-02-14,66.94999999999999,Regular
CUST0608,Thomas Rao,thomas.rao97@pharmmail.com,Male,60,Metro Pharmacy Hub,2025-01-10,126.78000000000003,12,531.72,2026-01-22,44.31,Regular
CUST0609,Richard Patel,richard.patel19@pharmmail.com,Male,64,Metro Pharmacy Hub,2025-07-01,98.43999999999998,8,366.46999999999997,2025-12-30,45.808749999999996,Regular
CUST0610,Elizabeth Singh,elizabeth.singh52@pharmmail.com,Male,30,Suburban Wellness Center,2024-11-15,87.94,7,326.12,2026-03-16,46.58857142857143,Regular
CUST0611,Arjun Verma,arjun.verma50@pharmmail.com,Other,42,Metro Pharmacy Hub,2024-12-26,80.48000000000002,7,320.31,2025-12-13,45.75857142857143,Regular
CUST0612,Karen Anderson,karen.anderson86@pharmmail.com,Other,48,Metro Pharmacy Hub,2026-05-15,93.56,11,450.92,2026-02-25,40.99272727272727,Regular
CUST0613,Barbara Gonzalez,barbara.gonzalez92@pharmmail.com,Male,81,Downtown Pharmacy,2026-06-03,101.32000000000002,9,470.0,2026-02-26,52.22222222222222,Regular
CUST0614,Thomas Miller,thomas.miller90@pharmmail.com,Male,54,Eastside Medical Pharmacy,2026-05-16,79.55999999999999,15,507.4,2026-03-31,33.82666666666667,Regular
CUST0615,Priya Taylor,priya.taylor42@pharmmail.com,Female,38,Eastside Medical Pharmacy,2025-10-22,134.46,11,495.47,2026-03-13,45.04272727272728,Regular
CUST0616,David Nair,david.nair47@pharmmail.com,Other,18,Suburban Wellness Center,2026-04-28,126.63999999999999,10,513.88,2026-01-23,51.388,Regular
CUST0617,Sanjay Martin,sanjay.martin15@pharmmail.com,Male,62,Downtown Pharmacy,2024-06-18,164.33999999999997,11,597.39,2026-02-25,54.308181818181815,Regular
CUST0618,Linda Gupta,linda.gupta21@pharmmail.com,Other,40,Suburban Wellness Center,2026-02-07,77.49000000000001,9,315.16999999999996,2026-02-14,35.01888888888888,Regular
CUST0619,Susan Jackson,susan.jackson79@pharmmail.com,Female,48,Metro Pharmacy Hub,2025-10-30,113.60000000000001,8,481.18,2025-10-09,60.1475,Regular
CUST0620,Deepa Moore,deepa.moore14@pharmmail.com,Female,23,Downtown Pharmacy,2026-04-27,94.57000000000001,16,469.19,2026-03-21,29.324375,Regular
CUST0621,Elizabeth Williams,elizabeth.williams15@pharmmail.com,Other,43,Eastside Medical Pharmacy,2025-01-19,91.45000000000002,11,398.78,2026-02-02,36.25272727272727,Regular
CUST0622,Elizabeth Martinez,elizabeth.martinez20@pharmmail.com,Male,69,Eastside Medical Pharmacy,2026-02-09,22.7,3,82.71000000000001,2026-02-28,27.570000000000004,At-Risk
CUST0623,David Jackson,david.jackson26@pharmmail.com,Other,45,Suburban Wellness Center,2025-12-01,110.06999999999998,11,558.87,2026-03-27,50.806363636363635,Regular
CUST0624,Thomas Martin,thomas.martin13@pharmmail.com,Female,83,Suburban Wellness Center,2024-06-20,85.46000000000001,8,352.55,2026-02-20,44.06875,Regular
CUST0625,Kavita Smith,kavita.smith90@pharmmail.com,Male,51,Suburban Wellness Center,2025-01-23,125.62,10,573.87,2026-01-14,57.387,Regular
CUST0626,Raj Wilson,raj.wilson12@pharmmail.com,Other,52,Eastside Medical Pharmacy,2025-05-11,22.85,6,369.66999999999996,2025-12-29,61.61166666666666,At-Risk
CUST0627,Linda Sharma,linda.sharma39@pharmmail.com,Male,56,Metro Pharmacy Hub,2024-11-11,122.74999999999999,9,557.91,2026-02-24,61.989999999999995,Regular
CUST0628,Neha Patel,neha.patel42@pharmmail.com,Other,36,Downtown Pharmacy,2025-01-06,106.87,11,379.1,2026-03-11,34.46363636363637,Regular
CUST0629,Neha Jones,neha.jones91@pharmmail.com,Other,51,Metro Pharmacy Hub,2024-10-21,79.87,8,288.48,2026-03-19,36.06,Regular
CUST0630,Robert Martinez,robert.martinez47@pharmmail.com,Other,18,Downtown Pharmacy,2025-11-08,120.14,14,530.55,2026-03-21,37.896428571428565,Regular
CUST0631,John Joshi,john.joshi82@pharmmail.com,Female,59,Metro Pharmacy Hub,2024-07-17,159.29,11,663.9,2026-03-25,60.35454545454545,Regular
CUST0632,Jessica Miller,jessica.miller68@pharmmail.com,Male,68,Suburban Wellness Center,2024-08-03,70.44,5,303.36,2026-02-07,60.672000000000004,Regular
CUST0633,Richard Martin,richard.martin82@pharmmail.com,Female,86,Eastside Medical Pharmacy,2025-06-23,108.88,13,703.8199999999999,2026-02-22,54.13999999999999,Regular
CUST0634,Joseph Davis,joseph.davis73@pharmmail.com,Other,70,Suburban Wellness Center,2025-04-11,70.05999999999999,11,300.3,2025-12-20,27.3,Regular
CUST0635,Amit Hernandez,amit.hernandez25@pharmmail.com,Other,44,Metro Pharmacy Hub,2025-01-28,127.59,10,505.90999999999997,2026-03-20,50.590999999999994,Regular
CUST0636,Amit Thomas,amit.thomas47@pharmmail.com,Male,56,Downtown Pharmacy,2026-02-13,93.70999999999998,11,465.02,2026-03-26,42.27454545454545,Regular
CUST0637,Raj Lopez,raj.lopez70@pharmmail.com,Other,69,Metro Pharmacy Hub,2025-07-14,145.55,11,544.71,2026-03-18,49.51909090909091,Regular
CUST0638,Kavita Reddy,kavita.reddy51@pharmmail.com,Female,34,Eastside Medical Pharmacy,2024-10-13,116.37,12,482.79,2026-03-27,40.2325,Regular
CUST0639,Raj Smith,raj.smith90@pharmmail.com,Female,80,Suburban Wellness Center,2025-11-26,39.800000000000026,11,626.9,2026-03-28,56.99090909090909,At-Risk
CUST0640,Arjun Nair,arjun.nair76@pharmmail.com,Other,30,Metro Pharmacy Hub,2025-05-14,210.39,16,835.42,2026-03-11,52.21375,VIP
CUST0641,Arjun Jones,arjun.jones59@pharmmail.com,Other,55,Eastside Medical Pharmacy,2026-02-06,155.63000000000002,9,538.64,2026-03-31,59.84888888888889,Regular
CUST0642,William Reddy,william.reddy63@pharmmail.com,Other,62,Downtown Pharmacy,2025-08-31,176.62,12,740.54,2026-03-30,61.711666666666666,VIP
CUST0643,Sarah Jones,sarah.jones68@pharmmail.com,Other,21,Metro Pharmacy Hub,2025-02-02,175.86,13,720.7,2026-02-16,55.43846153846154,VIP
CUST0644,Arjun Wilson,arjun.wilson14@pharmmail.com,Other,37,Downtown Pharmacy,2024-11-09,47.489999999999995,8,211.82999999999998,2026-03-18,26.478749999999998,At-Risk
CUST0645,Christopher Taylor,christopher.taylor32@pharmmail.com,Male,59,Eastside Medical Pharmacy,2025-12-05,114.54,10,410.19,2026-03-31,41.019,Regular
CUST0646,Linda Joshi,linda.joshi72@pharmmail.com,Male,81,Suburban Wellness Center,2024-09-01,180.08,13,827.0600000000001,2026-01-23,63.620000000000005,VIP
CUST0647,Robert Smith,robert.smith95@pharmmail.com,Female,42,Eastside Medical Pharmacy,2024-10-21,130.16,12,553.6,2026-01-21,46.13333333333333,Regular
CUST0648,Sanjay Wilson,sanjay.wilson87@pharmmail.com,Male,19,Metro Pharmacy Hub,2025-12-30,160.28,11,569.84,2026-03-09,51.803636363636365,Regular
CUST0649,Robert Moore,robert.moore42@pharmmail.com,Other,31,Eastside Medical Pharmacy,2025-12-07,19.660000000000004,4,79.48,2026-03-19,19.87,At-Risk
CUST0650,Nancy Rao,nancy.rao86@pharmmail.com,Female,26,Eastside Medical Pharmacy,2025-10-22,137.62,12,646.1,2026-02-26,53.84166666666667,Regular
CUST0651,Neha Singh,neha.singh92@pharmmail.com,Other,52,Suburban Wellness Center,2024-10-25,144.29000000000002,11,564.05,2026-02-24,51.277272727272724,Regular
CUST0652,Amit Brown,amit.brown24@pharmmail.com,Male,24,Eastside Medical Pharmacy,2026-05-08,175.24,15,683.99,2026-01-16,45.599333333333334,VIP
CUST0653,Susan Verma,susan.verma84@pharmmail.com,Other,64,Eastside Medical Pharmacy,2025-12-01,114.44,8,435.5,2026-03-21,54.4375,Regular
CUST0654,Sanjay Williams,sanjay.williams92@pharmmail.com,Female,47,Metro Pharmacy Hub,2026-01-12,109.1,9,503.79,2026-03-23,55.97666666666667,Regular
CUST0655,Barbara Miller,barbara.miller73@pharmmail.com,Female,90,Downtown Pharmacy,2026-05-12,83.49999999999999,9,369.6,2026-02-26,41.06666666666667,Regular
CUST0656,Arjun Taylor,arjun.taylor76@pharmmail.com,Male,61,Eastside Medical Pharmacy,2025-02-05,101.02000000000002,8,443.55,2025-11-16,55.44375,Regular
CUST0657,Vikram Rodriguez,vikram.rodriguez93@pharmmail.com,Male,79,Suburban Wellness Center,2025-08-30,107.58999999999997,14,590.54,2026-03-20,42.18142857142857,Regular
CUST0658,Sarah Nair,sarah.nair29@pharmmail.com,Female,30,Eastside Medical Pharmacy,2024-12-07,92.72999999999999,11,644.1,2026-03-30,58.554545454545455,Regular
CUST0659,Jessica Martinez,jessica.martinez68@pharmmail.com,Male,55,Eastside Medical Pharmacy,2024-11-26,146.04,10,600.49,2026-03-24,60.049,Regular
CUST0660,Mary Joshi,mary.joshi79@pharmmail.com,Other,18,Suburban Wellness Center,2025-07-27,75.86,6,365.14,2026-03-09,60.85666666666666,Regular
CUST0661,John Rodriguez,john.rodriguez31@pharmmail.com,Male,80,Metro Pharmacy Hub,2024-10-02,88.24000000000001,7,377.24,2026-03-25,53.89142857142857,Regular
CUST0662,Robert Thomas,robert.thomas67@pharmmail.com,Male,44,Suburban Wellness Center,2025-07-02,106.17999999999999,10,414.12,2026-03-23,41.412,Regular
CUST0663,David Johnson,david.johnson82@pharmmail.com,Female,27,Metro Pharmacy Hub,2025-03-04,25.380000000000003,3,83.18,2026-02-16,27.72666666666667,At-Risk
CUST0664,Joseph Williams,joseph.williams64@pharmmail.com,Female,63,Downtown Pharmacy,2026-05-25,25.35,6,111.33,2026-03-02,18.555,At-Risk
CUST0665,Anjali Moore,anjali.moore97@pharmmail.com,Male,59,Metro Pharmacy Hub,2026-05-03,113.97000000000003,15,745.89,2025-10-11,49.726,Regular
CUST0666,Sanjay Martin,sanjay.martin61@pharmmail.com,Male,90,Suburban Wellness Center,2025-03-22,146.83,16,626.02,2026-02-27,39.12625,Regular
CUST0667,Arjun Jackson,arjun.jackson43@pharmmail.com,Female,54,Eastside Medical Pharmacy,2025-05-09,150.95,14,854.97,2026-03-31,61.06928571428572,Regular
CUST0668,Sarah Garcia,sarah.garcia92@pharmmail.com,Male,51,Suburban Wellness Center,2026-01-26,42.599999999999994,9,280.58,2026-01-16,31.175555555555555,At-Risk
CUST0669,Robert Lopez,robert.lopez52@pharmmail.com,Female,65,Suburban Wellness Center,2025-08-24,121.45999999999997,9,521.7099999999999,2026-02-15,57.96777777777777,Regular
CUST0670,Susan Gupta,susan.gupta63@pharmmail.com,Female,54,Suburban Wellness Center,2024-12-23,89.57999999999998,8,348.78,2026-01-17,43.5975,Regular
CUST0671,Sarah Brown,sarah.brown78@pharmmail.com,Male,53,Metro Pharmacy Hub,2025-11-21,61.11999999999999,6,219.59,2026-03-13,36.598333333333336,Regular
CUST0672,Susan Reddy,susan.reddy37@pharmmail.com,Other,81,Eastside Medical Pharmacy,2025-04-25,148.02999999999997,12,580.7199999999999,2026-03-31,48.393333333333324,Regular
CUST0673,Arjun Jackson,arjun.jackson77@pharmmail.com,Other,27,Metro Pharmacy Hub,2026-01-02,235.64,18,1037.1,2025-12-24,57.61666666666666,VIP
CUST0674,Christopher Sharma,christopher.sharma75@pharmmail.com,Other,69,Suburban Wellness Center,2025-11-24,76.26000000000002,9,488.04,2026-01-23,54.22666666666667,Regular
CUST0675,Sanjay Jones,sanjay.jones39@pharmmail.com,Other,90,Metro Pharmacy Hub,2026-05-14,77.5,7,256.51,2026-01-05,36.644285714285715,Regular
CUST0676,Thomas Gonzalez,thomas.gonzalez15@pharmmail.com,Male,40,Downtown Pharmacy,2024-11-19,102.84,12,444.22,2025-12-09,37.01833333333334,Regular
CUST0677,Raj Mehta,raj.mehta17@pharmmail.com,Other,60,Metro Pharmacy Hub,2024-09-08,188.94000000000003,12,693.89,2026-02-15,57.82416666666666,VIP
CUST0678,Mary Wilson,mary.wilson95@pharmmail.com,Male,34,Eastside Medical Pharmacy,2026-05-11,138.76999999999998,13,709.0699999999999,2026-03-04,54.54384615384615,Regular
CUST0679,Elizabeth Anderson,elizabeth.anderson36@pharmmail.com,Female,30,Downtown Pharmacy,2025-02-22,118.23999999999998,15,543.17,2026-02-03,36.21133333333333,Regular
CUST0680,Charles Verma,charles.verma64@pharmmail.com,Other,52,Downtown Pharmacy,2025-09-12,131.93,12,779.45,2025-12-16,64.95416666666667,Regular
CUST0681,Deepa Martinez,deepa.martinez16@pharmmail.com,Female,37,Suburban Wellness Center,2026-01-15,47.81000000000001,7,248.20999999999998,2025-09-23,35.458571428571425,At-Risk
CUST0682,Mary Martinez,mary.martinez44@pharmmail.com,Other,49,Eastside Medical Pharmacy,2026-04-06,22.169999999999995,9,249.32999999999998,2026-02-09,27.703333333333333,At-Risk
CUST0683,Charles Rao,charles.rao42@pharmmail.com,Other,43,Downtown Pharmacy,2025-11-25,81.82,15,705.48,2026-03-31,47.032000000000004,Regular
CUST0684,Nancy Davis,nancy.davis30@pharmmail.com,Female,39,Metro Pharmacy Hub,2024-07-16,59.97,7,216.51,2026-03-23,30.93,Regular
CUST0685,Richard Rao,richard.rao79@pharmmail.com,Female,60,Downtown Pharmacy,2025-11-20,87.59,8,353.04,2026-03-26,44.13,Regular
CUST0686,Jessica Anderson,jessica.anderson56@pharmmail.com,Male,35,Downtown Pharmacy,2025-02-27,80.36999999999999,8,437.65999999999997,2026-01-23,54.707499999999996,Regular
CUST0687,Priya Verma,priya.verma80@pharmmail.com,Other,71,Metro Pharmacy Hub,2026-03-21,85.06,6,329.18,2026-03-31,54.86333333333334,Regular
CUST0688,Joseph Joshi,joseph.joshi34@pharmmail.com,Female,60,Eastside Medical Pharmacy,2024-08-27,66.35,8,276.29,2026-02-26,34.53625,Regular
CUST0689,Mary Rodriguez,mary.rodriguez50@pharmmail.com,Male,18,Metro Pharmacy Hub,2025-09-10,47.99,6,197.36,2026-03-10,32.89333333333334,At-Risk
CUST0690,Deepa Singh,deepa.singh70@pharmmail.com,Female,18,Eastside Medical Pharmacy,2025-03-04,115.98000000000002,14,525.81,2026-02-24,37.55785714285714,Regular
CUST0691,David Nair,david.nair79@pharmmail.com,Female,82,Metro Pharmacy Hub,2025-10-21,99.18999999999998,9,358.67999999999995,2026-02-16,39.853333333333325,Regular
CUST0692,Jessica Lopez,jessica.lopez20@pharmmail.com,Male,41,Downtown Pharmacy,2025-12-20,110.33,10,490.53000000000003,2026-02-16,49.053000000000004,Regular
CUST0693,Vikram Thomas,vikram.thomas55@pharmmail.com,Female,24,Suburban Wellness Center,2025-01-29,125.11,9,428.8,2025-11-29,47.644444444444446,Regular
CUST0694,Priya Nair,priya.nair85@pharmmail.com,Other,75,Suburban Wellness Center,2025-04-04,66.63999999999999,8,311.12,2026-03-06,38.89,Regular
CUST0695,Susan Smith,susan.smith52@pharmmail.com,Male,47,Eastside Medical Pharmacy,2026-01-26,127.65,14,524.41,2026-02-04,37.457857142857144,Regular
CUST0696,Christopher Martin,christopher.martin52@pharmmail.com,Male,36,Downtown Pharmacy,2026-05-04,73.08,6,279.56,2026-03-02,46.593333333333334,Regular
CUST0697,Christopher Anderson,christopher.anderson57@pharmmail.com,Female,32,Suburban Wellness Center,2025-07-07,121.45999999999998,13,538.46,2026-02-09,41.42,Regular
CUST0698,Thomas Joshi,thomas.joshi11@pharmmail.com,Other,32,Downtown Pharmacy,2025-08-11,41.11999999999999,8,435.96,2026-03-10,54.495,At-Risk
CUST0699,Deepa Johnson,deepa.johnson13@pharmmail.com,Other,70,Metro Pharmacy Hub,2025-01-31,101.99000000000002,7,479.06,2026-01-15,68.43714285714286,Regular
CUST0700,Deepa Anderson,deepa.anderson62@pharmmail.com,Female,52,Suburban Wellness Center,2024-08-02,174.17,10,670.5699999999999,2026-03-16,67.05699999999999,VIP
CUST0701,Mary Gupta,mary.gupta29@pharmmail.com,Other,39,Suburban Wellness Center,2026-04-19,126.97999999999999,11,535.37,2026-01-22,48.67,Regular
CUST0702,Arjun Johnson,arjun.johnson78@pharmmail.com,Female,23,Suburban Wellness Center,2025-03-12,173.12,16,717.9,2026-02-06,44.86875,VIP
CUST0703,Sarah Verma,sarah.verma95@pharmmail.com,Male,45,Suburban Wellness Center,2025-02-26,101.65,11,413.56,2026-03-18,37.596363636363634,Regular
CUST0704,Christopher Patel,christopher.patel25@pharmmail.com,Female,71,Eastside Medical Pharmacy,2025-11-09,82.82,8,345.75,2026-03-06,43.21875,Regular
CUST0705,Richard Moore,richard.moore99@pharmmail.com,Male,80,Eastside Medical Pharmacy,2026-01-01,86.44,8,329.31,2026-02-14,41.16375,Regular
CUST0706,Mary Martinez,mary.martinez36@pharmmail.com,Male,41,Suburban Wellness Center,2025-07-03,64.41,9,305.32,2026-03-20,33.92444444444445,Regular
CUST0707,Sarah Mehta,sarah.mehta52@pharmmail.com,Other,89,Suburban Wellness Center,2025-09-22,112.82,9,439.27,2026-03-31,48.80777777777777,Regular
CUST0708,Christopher Gonzalez,christopher.gonzalez57@pharmmail.com,Other,36,Downtown Pharmacy,2024-06-22,73.95000000000002,7,418.85,2026-03-10,59.83571428571429,Regular
CUST0709,Priya Mehta,priya.mehta40@pharmmail.com,Other,48,Downtown Pharmacy,2024-11-23,159.85,14,742.78,2026-03-29,53.05571428571428,Regular
CUST0710,Richard Martin,richard.martin25@pharmmail.com,Other,42,Downtown Pharmacy,2025-11-02,39.28000000000001,3,159.37,2025-09-29,53.123333333333335,At-Risk
CUST0711,Karen Gonzalez,karen.gonzalez65@pharmmail.com,Other,58,Metro Pharmacy Hub,2025-01-31,51.24,8,275.94,2026-02-13,34.4925,Regular
CUST0712,Linda Anderson,linda.anderson32@pharmmail.com,Male,51,Suburban Wellness Center,2025-12-26,137.47,10,510.65,2026-02-20,51.065,Regular
CUST0713,David Rodriguez,david.rodriguez86@pharmmail.com,Male,52,Metro Pharmacy Hub,2026-03-02,52.25999999999999,9,318.74,2026-02-22,35.41555555555556,Regular
CUST0714,Susan Wilson,susan.wilson16@pharmmail.com,Male,45,Downtown Pharmacy,2024-10-13,89.41,12,392.36,2026-03-25,32.696666666666665,Regular
CUST0715,Joseph Singh,joseph.singh47@pharmmail.com,Other,34,Eastside Medical Pharmacy,2026-02-26,121.46000000000001,12,518.69,2026-02-28,43.22416666666667,Regular
CUST0716,Amit Singh,amit.singh85@pharmmail.com,Male,28,Eastside Medical Pharmacy,2025-03-06,133.05,11,527.54,2026-03-10,47.958181818181814,Regular
CUST0717,Sarah Garcia,sarah.garcia54@pharmmail.com,Male,86,Suburban Wellness Center,2024-12-19,123.56000000000003,11,678.9300000000001,2026-03-28,61.720909090909096,Regular
CUST0718,Nancy Anderson,nancy.anderson71@pharmmail.com,Male,24,Downtown Pharmacy,2025-04-23,123.42,10,490.32,2026-03-27,49.032,Regular
CUST0719,Arjun Moore,arjun.moore81@pharmmail.com,Male,67,Suburban Wellness Center,2025-11-20,117.76999999999998,11,544.27,2026-02-27,49.47909090909091,Regular
CUST0720,Michael Johnson,michael.johnson34@pharmmail.com,Male,53,Eastside Medical Pharmacy,2026-03-10,104.26,9,482.31,2026-02-06,53.59,Regular
CUST0721,Neha Davis,neha.davis66@pharmmail.com,Male,50,Downtown Pharmacy,2025-05-18,64.72,7,317.53,2026-03-15,45.36142857142857,Regular
CUST0722,John Anderson,john.anderson15@pharmmail.com,Female,54,Eastside Medical Pharmacy,2025-05-27,89.11,7,356.42,2026-03-10,50.917142857142856,Regular
CUST0723,David Williams,david.williams64@pharmmail.com,Female,21,Eastside Medical Pharmacy,2025-10-29,95.72999999999999,9,545.98,2025-12-15,60.66444444444445,Regular
CUST0724,Deepa Davis,deepa.davis50@pharmmail.com,Male,61,Metro Pharmacy Hub,2025-09-01,101.61000000000003,8,383.45,2026-03-05,47.93125,Regular
CUST0725,Kavita Gupta,kavita.gupta36@pharmmail.com,Other,30,Eastside Medical Pharmacy,2025-09-19,44.519999999999996,6,213.87,2026-03-26,35.645,At-Risk
CUST0726,Kavita Moore,kavita.moore43@pharmmail.com,Other,65,Downtown Pharmacy,2025-02-05,76.40000000000002,8,344.25,2026-02-03,43.03125,Regular
CUST0727,Raj Martin,raj.martin98@pharmmail.com,Other,53,Eastside Medical Pharmacy,2025-12-11,82.38000000000001,12,438.13,2026-03-06,36.51083333333333,Regular
CUST0728,Joseph Patel,joseph.patel25@pharmmail.com,Male,79,Eastside Medical Pharmacy,2024-08-16,104.07000000000001,10,480.36,2026-03-31,48.036,Regular
CUST0729,Arjun Jones,arjun.jones99@pharmmail.com,Other,44,Metro Pharmacy Hub,2026-01-05,69.11,10,319.96000000000004,2026-02-27,31.996000000000002,Regular
CUST0730,Linda Martinez,linda.martinez74@pharmmail.com,Other,60,Eastside Medical Pharmacy,2024-11-09,40.16000000000001,11,499.12,2026-03-07,45.374545454545455,At-Risk
CUST0731,Elizabeth Taylor,elizabeth.taylor62@pharmmail.com,Female,58,Suburban Wellness Center,2025-01-14,29.820000000000004,9,510.85,2026-01-29,56.76111111111111,At-Risk
CUST0732,Anjali Joshi,anjali.joshi80@pharmmail.com,Male,53,Suburban Wellness Center,2024-08-09,105.21,9,580.21,2026-03-19,64.46777777777778,Regular
CUST0733,Elizabeth Singh,elizabeth.singh35@pharmmail.com,Female,52,Downtown Pharmacy,2025-12-21,60.04,9,214.51999999999998,2026-03-19,23.835555555555555,Regular
CUST0734,Amit Taylor,amit.taylor99@pharmmail.com,Female,50,Downtown Pharmacy,2024-09-07,159.06,12,669.23,2026-03-18,55.76916666666667,Regular
CUST0735,Patricia Thomas,patricia.thomas97@pharmmail.com,Other,66,Metro Pharmacy Hub,2026-02-16,70.31,10,502.62,2026-03-11,50.262,Regular
CUST0736,Robert Patel,robert.patel79@pharmmail.com,Male,39,Suburban Wellness Center,2025-11-04,143.36,11,661.59,2026-03-18,60.14454545454546,Regular
CUST0737,Christopher Nair,christopher.nair53@pharmmail.com,Unknown,84,Suburban Wellness Center,2025-06-10,95.33,10,393.92,2026-02-06,39.392,Regular
CUST0738,Elizabeth Davis,elizabeth.davis34@pharmmail.com,Other,67,Eastside Medical Pharmacy,2024-10-31,126.24000000000001,10,546.31,2026-03-14,54.63099999999999,Regular
CUST0739,Kavita Verma,kavita.verma49@pharmmail.com,Other,59,Eastside Medical Pharmacy,2024-10-19,83.99999999999999,8,319.44,2026-01-23,39.93,Regular
CUST0740,David Singh,david.singh39@pharmmail.com,Other,39,Eastside Medical Pharmacy,2025-08-09,137.31,14,598.37,2026-03-11,42.74071428571428,Regular
CUST0741,Raj Wilson,raj.wilson64@pharmmail.com,Female,86,Metro Pharmacy Hub,2025-10-03,112.71,8,481.25,2025-12-27,60.15625,Regular
CUST0742,Arjun Reddy,arjun.reddy22@pharmmail.com,Female,75,Downtown Pharmacy,2024-12-28,120.32999999999998,9,587.0699999999999,2026-03-31,65.22999999999999,Regular
CUST0743,Arjun Joshi,arjun.joshi17@pharmmail.com,Female,55,Downtown Pharmacy,2026-02-08,137.64000000000001,12,605.03,2026-03-14,50.41916666666666,Regular
CUST0744,Linda Rodriguez,linda.rodriguez57@pharmmail.com,Male,58,Eastside Medical Pharmacy,2026-03-30,104.45,9,427.99,2026-03-25,47.55444444444444,Regular
CUST0745,Amit Patel,amit.patel26@pharmmail.com,Male,52,Downtown Pharmacy,2025-01-26,255.74,19,1049.5,2026-03-24,55.23684210526316,VIP
CUST0746,Nancy Davis,nancy.davis23@pharmmail.com,Female,34,Metro Pharmacy Hub,2024-12-12,133.73999999999998,11,524.72,2026-03-31,47.70181818181818,Regular
CUST0747,Anjali Wilson,anjali.wilson88@pharmmail.com,Female,59,Suburban Wellness Center,2025-02-08,215.29999999999998,17,1152.02,2026-02-11,67.76588235294118,VIP
CUST0748,Nancy Hernandez,nancy.hernandez16@pharmmail.com,Male,51,Metro Pharmacy Hub,2024-06-15,45.720000000000006,6,183.22,2026-02-17,30.536666666666665,At-Risk
CUST0749,Elizabeth Thomas,elizabeth.thomas22@pharmmail.com,Male,31,Downtown Pharmacy,2024-12-04,40.55000000000001,4,160.0,2026-01-14,40.0,At-Risk
CUST0750,Deepa Rao,deepa.rao96@pharmmail.com,Female,64,Downtown Pharmacy,2025-08-21,97.53999999999999,8,372.27,2026-03-30,46.53375,Regular
CUST0751,Raj Gonzalez,raj.gonzalez63@pharmmail.com,Other,36,Eastside Medical Pharmacy,2026-02-14,72.22000000000001,5,314.42,2025-11-09,62.884,Regular
CUST0752,Sanjay Mehta,sanjay.mehta93@pharmmail.com,Male,39,Downtown Pharmacy,2025-04-27,68.78000000000002,8,290.63,2026-01-16,36.32875,Regular
CUST0753,Raj Taylor,raj.taylor94@pharmmail.com,Female,66,Downtown Pharmacy,2024-07-07,64.63999999999999,6,294.21,2026-01-01,49.035,Regular
CUST0754,Charles Singh,charles.singh99@pharmmail.com,Female,50,Suburban Wellness Center,2026-02-12,167.19000000000003,12,649.79,2026-03-31,54.149166666666666,Regular
CUST0755,Neha Mehta,neha.mehta29@pharmmail.com,Female,18,Downtown Pharmacy,2025-04-28,41.81999999999999,4,157.09,2026-01-29,39.2725,At-Risk
CUST0756,Sanjay Nair,sanjay.nair13@pharmmail.com,Female,58,Downtown Pharmacy,2025-01-11,88.70000000000002,9,312.55,2026-03-10,34.72777777777778,Regular
CUST0757,Vikram Davis,vikram.davis16@pharmmail.com,Female,48,Suburban Wellness Center,2024-12-24,136.51999999999998,11,517.9399999999999,2026-03-15,47.08545454545454,Regular
CUST0758,Nancy Jackson,nancy.jackson38@pharmmail.com,Other,58,Eastside Medical Pharmacy,2024-11-09,196.66,12,630.97,2026-03-05,52.58083333333334,VIP
CUST0759,Arjun Patel,arjun.patel67@pharmmail.com,Other,64,Downtown Pharmacy,2024-09-06,98.28,8,346.0,2026-03-13,43.25,Regular
CUST0760,Jessica Smith,jessica.smith48@pharmmail.com,Female,35,Metro Pharmacy Hub,2024-08-15,39.72,7,203.04,2025-12-10,29.005714285714284,At-Risk
CUST0761,John Reddy,john.reddy54@pharmmail.com,Other,18,Downtown Pharmacy,2025-12-09,106.58000000000001,11,453.76,2026-02-04,41.25090909090909,Regular
CUST0762,Priya Williams,priya.williams36@pharmmail.com,Unknown,75,Downtown Pharmacy,2026-04-08,128.32999999999998,10,601.0,2026-03-25,60.1,Regular
CUST0763,Sanjay Verma,sanjay.verma20@pharmmail.com,Other,52,Suburban Wellness Center,2026-01-22,208.24,18,959.1,2026-03-28,53.28333333333333,VIP
CUST0764,Vikram Patel,vikram.patel76@pharmmail.com,Male,21,Eastside Medical Pharmacy,2024-07-16,129.3,13,602.54,2026-02-19,46.349230769230765,Regular
CUST0765,Mary Lopez,mary.lopez57@pharmmail.com,Other,56,Metro Pharmacy Hub,2025-08-27,96.04000000000002,10,410.26,2026-03-28,41.025999999999996,Regular
CUST0766,Robert Jones,robert.jones35@pharmmail.com,Female,30,Metro Pharmacy Hub,2025-06-05,83.35,6,355.92999999999995,2025-12-14,59.32166666666666,Regular
CUST0767,Kavita Patel,kavita.patel79@pharmmail.com,Female,80,Metro Pharmacy Hub,2024-12-29,106.56999999999998,8,435.09,2026-02-05,54.38625,Regular
